stock,buy_date,sell_date,buy_reason,sell_reason,buy_price,sell_price,profit_pct,is_win,holding_bars,adx,pdi,mdi,pdi_mdi_ratio,is_strong_trend,atr_pct,vs_ma5,vs_ma10,vs_ma20,vs_ma60,is_bullish_align,ma5_slope,recent_gain3,recent_gain5,body_pct,body_ratio,upper_shadow_ratio,lower_shadow_ratio,vol_ratio,reversal_ratio,prev5_drop,rsi,macd_diff,macd_dea,macd_hist,macd_hist_prev,macd_hist_slope,kdj_k,kdj_d,kdj_j,kdj_cross,boll_upper,boll_mid,boll_lower,boll_pctb,boll_width,cci,wr,mfi,bias6,bias12,bias24
002407,2025-08-15 00:00:00,2025-09-18 00:00:00,影线后收阳,止盈清仓,12.6899995803833,16.209999084472656,27.534053582015027,True,34,13.376940811367765,14.355209520591936,18.73482474670785,0.7662313213319214,False,2.3134080526037453,1.1638977471391017,2.198594468245078,1.882698802064696,7.528700109869526,False,0.7226590638593975,1.3578204185624625,3.676469098692048,3.5073355911403814,0.8599987030029297,0.1395360700131075,0.02325638131061663,1.1865167945293706,1.3030286391353352,0.1627376552135994,59.492,0.153,0.169,-0.031,-0.064,0.033,65.35241839338227,54.6781066021653,86.7010419758162,True,12.854,12.456,12.057,0.7942278298410306,6.398522800256895,70.37802786563147,19.718,42.629746450189145,1.574,2.449,2.601
002407,2025-09-24 00:00:00,2025-11-18 00:00:00,影线后收阳,止盈清仓,16.81999969482422,36.38999938964844,116.00352860747074,True,55,56.04716675216455,38.07136084428745,12.523476083447004,3.039999485015869,True,6.781895376466306,3.9426530901912935,0.730626021460421,7.82396749891113,24.786703163578654,True,0.07421084362985307,5.256571818839592,0.35799203534011975,7.065561132921378,0.8161764241832233,0.14414405126129912,0.0810812436260599,1.3550659325380967,3.8275729394122755,-8.923437360510727,63.004,0.866,0.965,-0.198,-0.236,0.03799999999999998,30.78977606054054,37.88666937152768,16.595989438566264,False,18.941,15.599,12.258,0.6826275168074547,42.842489903198924,-10.987401316337149,35.029,43.8710787096818,3.328,0.343,10.576
002407,2026-02-11 00:00:00,2026-02-24 00:00:00,影线后收阳,震荡市时间止损,29.989999771118164,30.200000762939453,0.5391646665138639,True,13,34.375572478269845,19.72156471183712,26.102077450082838,0.7555553671753638,False,4.106130591790784,2.9664202127245733,3.847084996167872,0.2708200359979903,-5.014279697061501,False,0.8518002280047751,1.5233542371160993,4.276771670540941,4.458379406002056,0.666666997803569,0.3359375582076297,0.1640616967347103,1.558910298836227,1.882358386042663,-0.6576622731846187,49.078,-0.726,-0.778,0.104,-0.104,0.208,57.61111763431235,41.91466955636991,89.00401379019725,True,32.572,29.909,27.246,0.5152083685914689,17.80734895850749,37.04343769533073,43.537,52.44533353479204,3.183,3.679,-1.061
002407,2026-05-15 00:00:00,2026-05-25 00:00:00,影线后收阳,盈利锁定,36.27000045776367,38.43000030517578,5.785856799851561,True,10,30.675310614605916,29.182508109708838,17.839044754110002,1.6358784067171184,True,6.215288400139666,5.033014276083649,2.3160051802145083,8.59606750556788,20.21012921087238,True,0.8645867155028693,6.301294235591999,4.254094576858089,3.8659861386216487,1.0,0.0,0.0,1.2578583233659437,1.298077981146609,-11.756827455031983,61.398,1.53,1.616,-0.173,-0.354,0.181,38.310556155839684,46.92576621202036,21.08013604347832,False,38.55,33.399,28.248,0.7786837951624611,30.84523488727206,57.43401890083448,27.56,53.117246983203074,4.902,3.047,11.245
002156,2024-10-18 00:00:00,2024-11-15 00:00:00,影线后收阳,止盈清仓,22.790000915527344,31.030000686645508,35.93842181187715,True,28,45.55584925799778,49.76258218422217,18.138650482882543,2.7434555967205583,True,6.600638945625656,4.560472620612799,0.2154731088042117,9.831329208597708,10.997471132745739,True,0.5072407478199861,5.558132257797204,2.4730267539095716,7.1462173251099435,0.7414639138808511,0.348683302422583,0.0,1.5753718672606132,4.108121204623014,-10.207538268150106,60.509,0.746,0.667,0.157,0.103,0.054000000000000006,31.463068110103148,41.82026673577385,10.748670858761741,False,25.289,20.75,16.211,0.724719201974812,43.74939759036146,30.363050598295164,46.496,73.06633857017674,4.207,2.079,11.937
002156,2025-08-11 00:00:00,2025-09-04 00:00:00,影线后收阳,止盈清仓,27.3700008392334,31.739999771118164,15.780891598257817,True,24,43.923283159052296,32.38006406155314,13.284150501716965,2.437496026363752,True,2.828958618639605,0.35934694765678277,-0.12771058044185726,2.327324031675877,9.278203186276054,True,0.24996335554427163,-1.0126538269795398,1.2578621677796396,2.3560249570222425,0.6428585330535888,0.539678839365187,0.015873352265502478,1.1148810284274397,1.0862088810110264,-1.219962783784222,59.5,0.569,0.618,-0.097,-0.089,-0.008000000000000007,39.78921815412548,50.285176693556004,18.79730107526443,False,28.35,26.747,25.145,0.6942280309620585,11.982652260066557,21.967750133911007,38.745,78.64033014950702,0.508,0.146,3.325
002156,2025-10-27 00:00:00,2025-10-30 00:00:00,多头排列形成,震荡市时间止损,43.86000061035156,44.599998474121094,1.524530913097874,True,3,13.422405659300978,37.639260402667084,25.81180984634881,1.458218568427557,False,6.87088819202238,6.4098223540148975,6.634899379812821,8.416760564277403,30.181205291695374,True,2.318539383425824,8.860758534876027,11.916310659066603,1.8342254959947895,0.5163408796250125,0.3164553294639149,0.6202497416632061,1.521346711866572,0.4968558740334302,8.03825464135485,63.545,2.007,2.258,-0.501,-0.88,0.379,46.404537344521984,36.20923523642107,66.79514156072379,True,46.873,40.455,34.037,0.7652696019282926,31.72908169571128,52.593754250370424,41.71,54.045521148696686,7.29,4.487,11.366
002156,2025-12-22 00:00:00,2025-12-25 00:00:00,影线后收阳,震荡市时间止损,37.11000061035156,37.540000915527344,0.9969127227770501,True,3,17.30956053613982,15.681536701970643,20.86853626735279,0.7514440160569955,False,3.1912841636187177,3.146371458132815,1.6461721290393199,1.530762305640833,-4.59254749527606,False,0.4186669747271469,2.4855055195647306,2.0627062360017607,2.9689224962345215,0.8359380587940777,0.15887683872025782,0.03738404386546593,1.6852303430679036,2.609756324491296,-3.8005388285814816,50.691,-0.505,-0.571,0.132,-0.049,0.181,39.64575675149575,36.53905749288036,45.85915526872654,True,37.868,36.55,35.233,0.7123341974768735,7.20930232558141,25.98899828053028,36.152,48.61741822095886,2.964,1.405,1.75
002156,2026-04-22 00:00:00,2026-04-24 00:00:00,影线后收阳,止损清仓,48.810001373291016,48.34000015258789,-1.1213317133925755,False,2,50.13157417394055,36.32446750070815,13.322904700582892,2.7264675622215413,True,3.7345976731564305,1.5140830337145967,3.9904584535969643,9.615193862562974,2.7420365741497483,False,0.7966129467317111,1.4760975502980935,4.050312368491137,2.2841578472445607,0.4718612573961321,0.02752181201594473,1.0917452062561026,1.13703006885733,1.101012630913757,1.0285051976989208,61.965,0.794,0.104,1.38,1.395,-0.015000000000000124,83.38602511079854,80.92424448431751,88.30958636376062,True,50.0,44.528,39.057,0.8912548088541548,24.575547969816743,78.24915455728484,3.959,79.59146162335603,1.928,5.526,10.077
...
