stock,buy_date,sell_date,buy_reason,sell_reason,buy_price,sell_price,profit_pct,is_win,holding_bars,adx,pdi,mdi,pdi_mdi_ratio,is_strong_trend,atr_pct,vs_ma5,vs_ma10,vs_ma20,vs_ma60,is_bullish_align,ma5_slope,recent_gain3,recent_gain5,body_pct,body_ratio,upper_shadow_ratio,lower_shadow_ratio,vol_ratio,reversal_ratio,prev5_drop,rsi,macd_diff,macd_dea,macd_hist,macd_hist_prev,macd_hist_slope,kdj_k,kdj_d,kdj_j,kdj_cross,boll_upper,boll_mid,boll_lower,boll_pctb,boll_width,cci,wr,mfi,bias6,bias12,bias24
002270,2025-08-08 00:00:00,2025-08-22 00:00:00,影线后收阳,止盈清仓,17.5,18.510000228881836,5.60224634657768,True,14,40.72409187247635,29.739137818995662,19.30435203739596,1.5405405869819233,True,2.3469395540198503,0.43617901412540033,1.7323564319882827,2.874610177005011,9.861365419827358,True,0.646949465177769,1.3317865439484258,3.305781867105094,3.0017671321502983,0.6144581635677994,0.2941167670829173,0.3333333333333333,1.6576228465882543,6.375008940705243,3.7080699034863613,63.979,0.379,0.359,0.039,0.05,-0.011000000000000003,69.42375190320607,63.39394124418244,81.48337322125332,True,17.822,17.011,16.2,0.8014796547472262,9.53500676033155,50.087572321397325,32.71,50.834892628199306,0.903,1.823,4.123
002270,2025-09-05 00:00:00,2025-09-10 00:00:00,回调反转买入,震荡市时间止损,18.389999389648438,18.420000076293945,0.002922922727732541,True,5,22.373726519442698,17.867055110771556,29.362903059631346,0.6084907570101782,False,2.8043182030733544,1.3558153780738376,0.17430660324548017,-1.565639457121368,6.575741093358967,False,-0.28577734088728357,1.6022044313082104,-1.394103132439235,3.2565970864579423,1.0,0.0,0.0,1.0220184971633994,3.866675991505919,-3.1573211606356075,53.465,0.167,0.33,-0.325,-0.391,0.066,31.62471198537498,28.192861383823338,38.48841318847827,True,19.848,18.682,17.517,0.3745171126762927,12.477250829675622,-71.61905055982324,56.15,29.87509908192274,0.887,0.018,-0.545
002270,2026-01-15 00:00:00,2026-01-26 00:00:00,影线后收阳,止盈清仓,27.489999771118164,30.8700008392334,12.115765397088778,True,11,66.29902632123492,32.19087230965093,5.913986764433684,5.443176251804393,True,3.8663403256531925,0.45311622614226577,3.3070264250644956,5.755172785192033,8.352054170715736,True,0.4994493625273889,1.2150218172313358,2.536368216044196,2.6129109058189868,0.7291661699608198,0.371429505641674,0.0,1.1494190188177562,0.4374997019764919,0.7167126835805057,61.418,0.666,0.504,0.323,0.337,-0.014000000000000012,63.51670277099559,67.00220897640229,56.54569036018219,False,27.905,25.994,24.083,0.8914180458184624,14.703393090713252,82.96171616092137,39.294,61.20011072949082,0.794,4.024,6.519
002270,2026-02-03 00:00:00,2026-02-25 00:00:00,影线后收阳,止盈清仓,31.200000762939453,33.90999984741211,8.512049011837721,True,22,39.765362409130454,37.67606145189724,18.882050024089516,1.9953374450248,True,5.201464043745633,3.004293845385852,1.0101031308243384,4.939208270339105,17.31896340117561,True,0.5043468220773261,1.9607855359147823,2.4967155569905923,4.76830101931706,0.8930817232833265,0.04929555708680719,0.07042280006823472,1.1644360894109722,1.8933334350585938,-3.660515184305048,61.128,1.166,1.345,-0.358,-0.449,0.09100000000000003,27.14367739457218,32.279330680725195,16.87237082226615,False,34.114,29.732,25.349,0.6675414447164238,29.480021525628942,-8.979504498453567,47.934,52.303849990618374,2.919,-0.2,7.639
002270,2026-03-04 00:00:00,2026-03-12 00:00:00,影线后收阳,盈利锁定,34.56999969482422,33.0099983215332,-4.665321217227994,False,8,46.33287193079409,28.657651147399655,10.688922049243057,2.6810609166552077,True,5.818421874592603,0.3366796394126764,0.963784830350418,6.8409742757961025,20.900192820836168,True,0.38459288215415227,3.5339931918106138,1.9463280754407855,4.18926876691924,0.5167286614376453,0.9352516603545749,0.0,1.154896680536088,0.8424230934623085,0.8108122040530873,59.001,1.466,1.434,0.063,0.109,-0.046,63.863647514018325,69.08578783979979,53.41936686245538,False,36.411,32.356,28.302,0.7729682691853764,25.061812337742616,66.40285315581514,19.757,64.66416599492985,0.601,2.506,7.565
600671,2025-02-27 00:00:00,2025-03-06 00:00:00,影线后收阳,盈利锁定,10.020000457763672,10.0,-0.359238099389009,False,7,61.35727242008334,20.05495153292612,7.9670290802443295,2.517243420468484,True,2.5948111852748994,1.5197606920997153,1.406745389340313,2.8483503847137435,8.765269930412153,True,0.0811213059431615,1.417007507096331,0.40081079521152263,2.4539952080302108,0.48000144958496094,0.33333200878967173,0.749995032961269,1.644219227124355,2.000007947293549,-1.8145191914456953,65.255,0.233,0.248,-0.03,-0.042,0.012000000000000004,42.918770389314425,43.12028864055309,42.51573388683708,False,10.31,9.742,9.175,0.7444937953864945,11.650585095462942,37.45059075785995,35.385,55.8971164516072,1.332,1.614,4.607
002810,2024-10-18 00:00:00,2024-10-29 00:00:00,影线后收阳,盈利锁定,13.829999923706055,13.65999984741211,-1.3871982810894996,False,11,63.80980177527527,45.95085374686877,8.917202924127173,5.1530568652351825,True,5.676065942604469,0.7576868193536831,0.36284470447626455,10.839510847429153,21.129844172205665,True,0.8078733828667811,1.2445100892600074,4.141567784593693,3.363227245263293,0.6923078051686243,0.4444442089692048,0.0,1.1299534058847238,1.3636361009161055,-2.181819568980824,63.64,0.713,0.634,0.159,0.204,-0.044999999999999984,41.620870448530205,53.33267707367262,18.197257198245367,False,15.273,12.477,9.682,0.7419066220186111,44.81045123026367,42.92233661219775,33.192,65.92846499330139,1.306,2.186,13.021
002810,2025-08-15 00:00:00,2025-09-02 00:00:00,影线后收阳,盈利锁定,13.350000381469727,13.489999771118164,0.8870551302525407,True,18,37.78352255707201,22.74773357344163,16.44145416445342,1.3835597110760707,True,2.37560163376805,0.4968410579277772,0.8841561941100097,1.6910444214200717,9.132529073059823,True,0.3020247130976875,-0.0748448762311304,1.5209183934699344,3.4883781104384464,0.7758634864364474,0.28888653414148263,0.0,1.6039861770915742,0.8823556911063198,-2.3484808365284433,58.543,0.218,0.253,-0.07,-0.087,0.016999999999999987,52.4050176761124,57.72663610835376,41.76178081162968,False,13.476,13.128,12.78,0.818966065330066,5.301645338208421,41.96590833018892,34.568,55.0762252550528,0.666,1.207,2.4
002810,2026-01-08 00:00:00,2026-03-03 00:00:00,影线后收阳,止盈清仓,15.010000228881836,17.3700008392334,15.537754220823215,True,54,43.272992058777085,45.086140876000854,12.968592896119423,3.476563821314179,True,4.696867266599538,3.232464018307399,1.2137573133974655,7.348472354596468,12.814732727791917,True,0.49765083541356653,4.526466488474786,2.457342114167773,4.745291757125971,0.6296299566784581,0.5147048098823054,0.07352965925792952,2.2413210525167586,9.71433242506812,-3.175677438997869,63.198,0.451,0.437,0.027,-0.004,0.031,39.47768432173368,44.364518955782394,29.70401505363627,False,16.304,13.983,11.661,0.721300932345862,33.204605592505175,35.26314467337156,29.223,56.56046204233665,3.102,0.947,8.673
002810,2026-03-06 00:00:00,2026-03-11 00:00:00,影线后收阳,震荡市时间止损,18.829999923706055,19.06999969482422,1.1125699591602023,True,5,25.44896615409941,15.215889331380577,22.82387321604333,0.6666655211125622,False,5.534479360312802,3.461535873800084,0.5124367906964516,0.5097557150058522,17.54913473213267,False,-0.633325957752234,8.405290811356641,-2.9881500683442033,6.324115737619465,0.7887329429984862,0.26785626095234527,0.0,1.1473488219197625,2.1960790913544788,-5.505553423938286,54.882,0.477,0.74,-0.525,-0.636,0.11099999999999999,39.46351158991939,39.06588701065118,40.25876074845581,True,20.437,18.734,17.032,0.5280469673145534,18.17550976833565,-48.72078475182189,42.718,40.898332350247465,2.328,-0.392,1.901
